fips,state,county,pop
9015,Vermont,Windham County,42222
50027,Vermont,Windsor County,55062
51001,Virginia,Accomack County,32316
51003,Virginia,Albemarle County,109330
37005,Virginia,Alleghany County,14860
51007,Virginia,Amelia County,13145
51009,Virginia,Amherst County,31605
51011,Virginia,Appomattox County,15911
51013,Virginia,Arlington County,236842
51015,Virginia,Augusta County,75558
21011,Virginia,Bath County,4147
42009,Virginia,Bedford County,78997
51021,Virginia,Bland County,6280
51023,Virginia,Botetourt County,33419
37019,Virginia,Brunswick County,16231
19019,Virginia,Buchanan County,21004
51029,Virginia,Buckingham County,17148
21037,Virginia,Campbell County,54885
24011,Virginia,Caroline County,30725
5015,Virginia,Carroll County,29791
51036,Virginia,Charles City County,6963
12015,Virginia,Charlotte County,11880
45025,Virginia,Chesterfield County,352802
1025,Virginia,Clarke County,14619
40035,Virginia,Craig County,5131
51047,Virginia,Culpeper County,52605
17035,Virginia,Cumberland County,9932
51051,Virginia,Dickenson County,14318
51053,Virginia,Dinwiddie County,28544
25009,Virginia,Essex County,10953
51059,Virginia,Fairfax County,1147532
51061,Virginia,Fauquier County,71222
13115,Virginia,Floyd County,15749
51065,Virginia,Fluvanna County,27270
1059,Virginia,Franklin County,56042
24021,Virginia,Frederick County,89313
47055,Virginia,Giles County,16720
34015,Virginia,Gloucester County,37348
51075,Virginia,Goochland County,23753
21085,Virginia,Grayson County,15550
1063,Virginia,Greene County,19819
51081,Virginia,Greensville County,11336
37083,Virginia,Halifax County,33911
51085,Virginia,Hanover County,107766
51087,Virginia,Henrico County,330818
1067,Virginia,Henry County,50557
39071,Virginia,Highland County,2190
51093,Virginia,Isle of Wight County,37109
51095,Virginia,James City County,76523
51097,Virginia,King and Queen County,7025
51099,Virginia,King George County,26836
51101,Virginia,King William County,17148
31109,Virginia,Lancaster County,10603
1081,Virginia,Lee County,23423
51107,Virginia,Loudoun County,413538
19115,Virginia,Louisa County,37591
51111,Virginia,Lunenburg County,12196
1089,Virginia,Madison County,13261
51115,Virginia,Mathews County,8834
37119,Virginia,Mecklenburg County,30587
9007,Virginia,Middlesex County,10582
1101,Virginia,Montgomery County,98535
21179,Virginia,Nelson County,14930
51127,Virginia,New Kent County,23091
37131,Virginia,Northampton County,11710
42097,Virginia,Northumberland County,12095
51135,Virginia,Nottoway County,15232
6059,Virginia,Orange County,37051
19145,Virginia,Page County,23902
51141,Virginia,Patrick County,17608
51143,Virginia,Pittsylvania County,60354
51145,Virginia,Powhatan County,29652
51147,Virginia,Prince Edward County,22802
51149,Virginia,Prince George County,38353
51153,Virginia,Prince William County,470335
5119,Virginia,Pulaski County,34027
51157,Virginia,Rappahannock County,7370
13245,Virginia,Richmond County,9023
51161,Virginia,Roanoke County,94186
51163,Virginia,Rockbridge County,22573
33015,Virginia,Rockingham County,81948
1113,Virginia,Russell County,26586
5127,Virginia,Scott County,21566
51171,Virginia,Shenandoah County,43616
51173,Virginia,Smyth County,30104
51175,Virginia,Southampton County,17631
51177,Virginia,Spotsylvania County,136215
20185,Virginia,Stafford County,152882
37171,Virginia,Surry County,6422
10005,Virginia,Sussex County,11159
17179,Virginia,Tazewell County,40595
13301,Virginia,Warren County,40164
1129,Virginia,Washington County,53740
42129,Virginia,Westmoreland County,18015
48497,Virginia,Wise County,37383
51197,Virginia,Wythe County,28684
23031,Virginia,York County,68280
18000,Virginia,Alexandria city,159428
9000,Virginia,Bristol city,16762
13000,Virginia,Buena Vista city,6478
51540,Virginia,Charlottesville city,47266
51550,Virginia,Chesapeake city,244835
51570,Virginia,Colonial Heights city,17370
13000,Virginia,Covington city,5538
5000,Virginia,Danville city,40044
20111,Virginia,Emporia city,5346
19000,Virginia,Fairfax city,24019
51610,Virginia,Falls Church city,14617
13000,Virginia,Franklin city,7967
19000,Virginia,Fredericksburg city,29036
51640,Virginia,Galax city,6347
5000,Virginia,Hampton city,134510
51660,Virginia,Harrisonburg city,53016
51670,Virginia,Hopewell city,22529
13000,Virginia,Lexington city,7446
51680,Virginia,Lynchburg city,82168
13000,Virginia,Manassas city,41085
51685,Virginia,Manassas Park city,17478
17000,Virginia,Martinsville city,12554
51700,Virginia,Newport News city,179225
31000,Virginia,Norfolk city,242742
20137,Virginia,Norton city,3981
17000,Virginia,Petersburg city,31346
51735,Virginia,Poquoson city,12271
19000,Virginia,Portsmouth city,94398
51750,Virginia,Radford city,18249
6000,Virginia,Richmond city,230436
1000,Virginia,Roanoke city,99143
5000,Virginia,Salem city,25301
17000,Virginia,Staunton city,24932
51800,Virginia,Suffolk city,92108
51810,Virginia,Virginia Beach city,449974
13000,Virginia,Waynesboro city,22630
19000,Virginia,Williamsburg city,14954
16000,Virginia,Winchester city,28078
8001,Washington,Adams County,19983
53003,Washington,Asotin County,22582
5007,Washington,Benton County,204390
53007,Washington,Chelan County,77200
53009,Washington,Clallam County,77331
5019,Washington,Clark County,488241
5027,Washington,Columbia County,3985
53015,Washington,Cowlitz County,110593
8035,Washington,Douglas County,43429
53019,Washington,Ferry County,7627
1059,Washington,Franklin County,95222
8045,Washington,Garfield County,2225
5053,Washington,Grant County,97733
53027,Washington,Grays Harbor County,75061
53029,Washington,Island County,85141
1073,Washington,Jefferson County,32221
48269,Washington,King County,2252782
53035,Washington,Kitsap County,271473
53037,Washington,Kittitas County,47935
53039,Washington,Klickitat County,22425
16061,Washington,Lewis County,80707
5079,Washington,Lincoln County,10939
17125,Washington,Mason County,66768
53047,Washington,Okanogan County,42243
53049,Washington,Pacific County,22471
53051,Washington,Pend Oreille County,13724
13229,Washington,Pierce County,904980
8111,Washington,San Juan County,17582
53057,Washington,Skagit County,129205
53059,Washington,Skamania County,12083
53061,Washington,Snohomish County,822083
53063,Washington,Spokane County,522798
20189,Washington,Stevens County,45723
31173,Washington,Thurston County,290536
53069,Washington,Wahkiakum County,4488
53071,Washington,Walla Walla County,60760
53073,Washington,Whatcom County,229247
53075,Washington,Whitman County,50104
53077,Washington,Yakima County,250873
1005,West Virginia,Barbour County,16441
45015,West Virginia,Berkeley County,119171
5009,West Virginia,Boone County,21457
54007,West Virginia,Braxton County,13957
54009,West Virginia,Brooke County,21939
54011,West Virginia,Cabell County,91945
1015,West Virginia,Calhoun County,7109
1027,West Virginia,Clay County,8508
54017,West Virginia,Doddridge County,8448
1057,West Virginia,Fayette County,42406
13123,West Virginia,Gilmer County,7823
5053,West Virginia,Grant County,11568
54025,West Virginia,Greenbrier County,34662
25015,West Virginia,Hampshire County,23175
13141,West Virginia,Hancock County,28810
54031,West Virginia,Hardy County,13776
18061,West Virginia,Harrison County,67256
1071,West Virginia,Jackson County,28576
1073,West Virginia,Jefferson County,57146
54039,West Virginia,Kanawha County,178124
16061,West Virginia,Lewis County,15907
5079,West Virginia,Lincoln County,20409
5083,West Virginia,Logan County,32019
37111,West Virginia,McDowell County,17624
1093,West Virginia,Marion County,56072
1095,West Virginia,Marshall County,30531
17125,West Virginia,Mason County,26516
17131,West Virginia,Mercer County,58758
8079,West Virginia,Mineral County,26868
54059,West Virginia,Mingo County,23424
54061,West Virginia,Monongalia County,105612
1099,West Virginia,Monroe County,13275
1103,West Virginia,Morgan County,17884
21181,West Virginia,Nicholas County,24496
18115,West Virginia,Ohio County,41411
21191,West Virginia,Pendleton County,6969
54073,West Virginia,Pleasants County,7460
19151,West Virginia,Pocahontas County,8247
54077,West Virginia,Preston County,33432
12107,West Virginia,Putnam County,56450
54081,West Virginia,Raleigh County,73361
1111,West Virginia,Randolph County,28695
54085,West Virginia,Ritchie County,9554
47145,West Virginia,Roane County,13688
54089,West Virginia,Summers County,12573
12123,West Virginia,Taylor County,16695
54093,West Virginia,Tucker County,6839
48457,West Virginia,Tyler County,8591
48459,West Virginia,Upshur County,24176
13305,West Virginia,Wayne County,39402
13307,West Virginia,Webster County,8114
54103,West Virginia,Wetzel County,15065
54105,West Virginia,Wirt County,5821
39173,West Virginia,Wood County,83518
36121,West Virginia,Wyoming County,20394
8001,Wisconsin,Adams County,20220
39005,Wisconsin,Ashland County,15562
55005,Wisconsin,Barron County,45244
55007,Wisconsin,Bayfield County,15036
17009,Wisconsin,Brown County,264542
31019,Wisconsin,Buffalo County,13031
55013,Wisconsin,Burnett County,15414
55015,Wisconsin,Calumet County,50089
26033,Wisconsin,Chippewa County,64658
5019,Wisconsin,Clark County,34774
5027,Wisconsin,Columbia County,57532
5033,Wisconsin,Crawford County,16131
55025,Wisconsin,Dane County,546695
13091,Wisconsin,Dodge County,87839
55029,Wisconsin,Door County,27668
8035,Wisconsin,Douglas County,43150
38025,Wisconsin,Dunn County,45368
55035,Wisconsin,Eau Claire County,104646
45041,Wisconsin,Florence County,4295
55039,Wisconsin,Fond du Lac County,103403
42053,Wisconsin,Forest County,9004
5053,Wisconsin,Grant County,51439
21087,Wisconsin,Green County,36960
55047,Wisconsin,Green Lake County,18913
19095,Wisconsin,Iowa County,23678
26071,Wisconsin,Iron County,5687
1071,Wisconsin,Jackson County,20643
1073,Wisconsin,Jefferson County,84769
55057,Wisconsin,Juneau County,26687
55059,Wisconsin,Kenosha County,169561
55061,Wisconsin,Kewaunee County,20434
55063,Wisconsin,La Crosse County,118016
5073,Wisconsin,Lafayette County,16665
55067,Wisconsin,Langlade County,19189
5079,Wisconsin,Lincoln County,27593
55071,Wisconsin,Manitowoc County,78981
55073,Wisconsin,Marathon County,135692
55075,Wisconsin,Marinette County,40350
26103,Wisconsin,Marquette County,15574
26109,Wisconsin,Menominee County,4556
55079,Wisconsin,Milwaukee County,945726
1099,Wisconsin,Monroe County,46253
55083,Wisconsin,Oconto County,37930
16071,Wisconsin,Oneida County,35595
55087,Wisconsin,Outagamie County,187885
55089,Wisconsin,Ozaukee County,89221
55091,Wisconsin,Pepin County,7287
13229,Wisconsin,Pierce County,42754
5113,Wisconsin,Polk County,43783
39133,Wisconsin,Portage County,70772
55099,Wisconsin,Price County,13351
55101,Wisconsin,Racine County,196311
17159,Wisconsin,Richland County,17252
27133,Wisconsin,Rock County,163354
48401,Wisconsin,Rusk County,14178
55109,Wisconsin,St. Croix County,90687
55111,Wisconsin,Sauk County,64442
55113,Wisconsin,Sawyer County,16558
55115,Wisconsin,Shawano County,40899
55117,Wisconsin,Sheboygan County,115340
12123,Wisconsin,Taylor County,20343
55121,Wisconsin,Trempealeau County,29649
29217,Wisconsin,Vernon County,30822
55125,Wisconsin,Vilas County,22195
46129,Wisconsin,Walworth County,103868
55129,Wisconsin,Washburn County,15720
1129,Wisconsin,Washington County,136034
55133,Wisconsin,Waukesha County,404198
55135,Wisconsin,Waupaca County,50990
55137,Wisconsin,Waushara County,24443
17201,Wisconsin,Winnebago County,171907
39173,Wisconsin,Wood County,72999
36001,Wyoming,Albany County,38880
30003,Wyoming,Big Horn County,11790
21037,Wyoming,Campbell County,46341
30009,Wyoming,Carbon County,14800
56009,Wyoming,Converse County,13822
41013,Wyoming,Crook County,7584
8043,Wyoming,Fremont County,39261
56015,Wyoming,Goshen County,13211
56017,Wyoming,Hot Springs County,4413
5071,Wyoming,Johnson County,8445
56021,Wyoming,Laramie County,99500
5079,Wyoming,Lincoln County,19830
56025,Wyoming,Natrona County,79858
56027,Wyoming,Niobrara County,2356
8093,Wyoming,Park County,29194
29165,Wyoming,Platte County,8393
20179,Wyoming,Sheridan County,30485
56035,Wyoming,Sublette County,9831
56037,Wyoming,Sweetwater County,42343
16081,Wyoming,Teton County,23464
56041,Wyoming,Uinta County,20226
56043,Wyoming,Washakie County,7805
56045,Wyoming,Weston County,6927
